Prescriber,Substancia,Quantidade
TADCASTER MEDICAL CENTRE,Atorvastatin,904
TADLEY MEDICAL P'SHIP,Omeprazole,1948
TADWORTH MEDICAL CENTRE,Atorvastatin,556
TALBOT MEDICAL CENTRE,Atorvastatin,1717
TALKE PITS CLINIC,Atorvastatin,546
TAMAR MEDICAL CENTRE,Atorvastatin,265
TAMAR VALLEY HEALTH,Atorvastatin,2156
TAME VALLEY MEDICAL CENTRE,Atorvastatin,508
TAMESIDE & GLOSSOP IC NHS FT,Wound Management & Other Dressings,557
TAMWORTH HOUSE MEDICAL CENTRE.,Atorvastatin,700
TANFIELD VIEW MEDICAL GROUP,Atorvastatin,1928
TANGMERE MEDICAL CENTRE,Colecalciferol,620
TANWORTH-IN-ARDEN MED CTR,Atorvastatin,564
TARBOCK MEDICAL CENTRE,Atorvastatin,681
TARLETON GROUP PRACTICE,Atorvastatin,706
TARPORLEY HEALTH CENTRE,Atorvastatin,892
TASBURGH LODGE SURGERY,Atorvastatin,607
TATTENHAM HEALTH CENTRE,Atorvastatin,423
TAUNTON ROAD MEDICAL CENTRE,Omeprazole,1139
TAUNTON VALE HEALTHCARE,Omeprazole,976
TAURUS HEALTHCARE LTD,Nitrofurantoin,135
TAVERHAM SURGERY,Atorvastatin,531
TAVYSIDE HEALTH CENTRE,Atorvastatin,1522
"TAWSTOCK MEDICAL CENTRE, CHARD",Omeprazole,500
TB COMMUNITY SERVICE,Methadone hydrochloride,2
TEAMS MEDICAL PRACTICE,Atorvastatin,1014
TEAN SURGERY,Atorvastatin,599
TEDDINGTON WALK IN CENTRE,Flucloxacillin sodium,204
TEEHEY LANE SURGERY,Atorvastatin,246
TEENAGE DROP-IN CENTRE,Combined ethinylestradiol 20mcg,16
TEES VALLEY HOSPITAL,Enoxaparin,8
TEIGN ESTUARY MEDICAL GROUP,Atorvastatin,468
TELDOC,Influenza,9444
TELEHEALTH HUB,Morphine sulfate,9
TELFORD OOH,Amoxicillin,77
TEMPLE COWLEY HEALTH CENTRE,Omeprazole,358
TEMPLE FORTUNE MEDICAL GROUP,Levothyroxine sodium,334
TEMPLE HILL SURGERY,Atorvastatin,947
TEMPLE HOUSE PRACTICE,Atorvastatin,824
TEMPLE SOWERBY MEDICAL PRACTICE,Atorvastatin,439
TENBURY COMMUNITY HOSPITAL WARD,Clindamycin hydrochloride,2
TENBURY SURGERY,Omeprazole,578
TENDRING MIU OOH,Phenoxymethylpenicillin (Penicillin V),3
TENNANT STREET MEDICAL PRACTICE,Atorvastatin,1818
TERRINGTON SURGERY,Atorvastatin,154
TESSA JOWELL GP SURGERY,Atorvastatin,932
TESTVALE SURGERY,Atorvastatin,1098
TETBURY HOSPITAL TRUST LTD,Ketorolac trometamol,23
TETTENHALL MEDICAL PRACTICE,Atorvastatin,884
TETTENHALL ROAD MEDICAL PRACTICE,Colecalciferol,226
TEWKESBURY LOCALITY NURSE PRESCRIBER,Skin Fillers And Protectives,2
THAMES AVE SURGERY,Atorvastatin,314
THAMES HOSPICE,Senna,1
THAMESIDE MEDICAL PRACTICE,Atorvastatin,241
THANET ANTICOAG SERVICE - PAYDENS,Warfarin sodium,194
THANET ANTICOAG SERVICE - PIERREMONTS,Warfarin sodium,121
THANET GROUP,Ramipril,3
THANET HEALTH COMMUNITY INTEREST COMPANY,Morphine sulfate,35
THATCHAM HEALTH CENTRE,Atorvastatin,1362
THAXTED SURGERY,Atorvastatin,834
THE 157 MEDICAL PRACTICE,Atorvastatin,225
THE ABBOTSBURY PRACTICE,Atorvastatin,374
THE ABINGDON HEALTH CENTRE,Atorvastatin,366
THE ABINGDON SURGERY,Omeprazole,740
THE ACORN & GAUMONT HOUSE SURGERY,Atorvastatin,845
THE ACORN GROUP PRACTICE,Atorvastatin,446
THE ACTON HEALTH CENTRE,Atorvastatin,211
THE ADAM PRACTICE,Atorvastatin,1816
THE ADDERLANE SURGERY,Atorvastatin,271
THE ADDISCOMBE SURGERY,Atorvastatin,267
THE AITUNE MEDICAL PRACTICE,Atorvastatin,388
THE ALASTAIR ROSS MEDICAL PRACTICE,Atorvastatin,349
THE ALBION MOUNT MEDICAL PRACTICE,Atorvastatin,700
THE ALBION SURGERY,Atorvastatin,940
THE ALDERGATE MED.PRACT.,Lansoprazole,694
THE ALEXANDRA PRACTICE,Atorvastatin,368
THE ALEXANDRA SURGERY,Atorvastatin,340
THE ALICE MEDICAL CENTRE,Atorvastatin,294
THE ALLAN PRACTICE,Atorvastatin,524
THE ALLENDALE ROAD SURGERY,Atorvastatin,710
THE ALLERTON ROAD SURGERY,Atorvastatin,233
THE ALLUM MEDICAL CENTRE,Atorvastatin,879
THE ALMONDBURY SURGERY,Atorvastatin,398
THE ALNEY PRACTICE,Atorvastatin,985
THE ALTON PRACTICE,Atorvastatin,296
THE ANCHOR CENTRE,Sertraline hydrochloride,79
THE ANDOVER HEALTH CENTRE MEDICAL PRACT,Omeprazole,618
THE APPLES MEDICAL CENTRE,Atorvastatin,690
THE ARCH MEDICAL PRACTICE,Atorvastatin,710
THE ARDLEIGH SURGERY,Levothyroxine sodium,755
THE ARGYLE SURGERY,Atorvastatin,477
THE ARMADA FAMILY PRACTICE,Atorvastatin,1144
THE ARRIVAL PRACTICE,Atorvastatin,84
THE ARROW SURGERY,Atorvastatin,640
THE ASH SURGERY,Atorvastatin,499
THE ATHERSTONE SURGERY,Atorvastatin,1612
THE AVENUE MEDICAL CENTRE,Atorvastatin,1842
THE AVENUE SURGERY,Atorvastatin,1241
THE AVENUES MEDICAL CENTRE,Lansoprazole,677
THE AVICENNA MEDICAL PRACTICE,Atorvastatin,571
THE AZAD PRACTICE,Atorvastatin,1234
THE BAC O'CONNOR CENTRE,Lansoprazole,32
THE BAILEY PRACTICE,Atorvastatin,165
"THE BALAJI SURGERY, THE SPARKBROOK CHC",Atorvastatin,238
THE BALDOCK SURGERY,Atorvastatin,925
THE BANKS & BEARWOOD MEDICAL CENTRE,Omeprazole,646
THE BANKS SURGERY,Atorvastatin,401
THE BARCELLOS FAMILY PRACTICE,Atorvastatin,497
THE BARKANTINE PRACTICE,Atorvastatin,1165
THE BARNABAS MEDICAL CTRE,Atorvastatin,459
THE BASSINGHAM SURGERY,Omeprazole,649
THE BAY MEDICAL PRACTICE,Atorvastatin,2757
THE BEACON,Methadone hydrochloride,1028
THE BEACON INTERMEDIATE CARE,Wound Management & Other Dressings,26
THE BEAUMONT PRACTICE,Atorvastatin,168
THE BEDFORD PARK SURGERY,Atorvastatin,141
THE BEECHES MEDICAL CTR,Lansoprazole,582
THE BEECHES SURGERY,Atorvastatin,326
THE BELL SURGERY,Atorvastatin,532
THE BILLERICAY MEDICAL PRACTICE,Levothyroxine sodium,872
THE BILLESDON SURGERY,Atorvastatin,632
THE BIRCHES MEDICAL CENTRE,Atorvastatin,561
THE BIRCHES MEDICAL PRACTICE,Atorvastatin,901
THE BIRCHWOOD PRACTICE,Atorvastatin,382
THE BLANDFORD GROUP PRACTICE,Atorvastatin,2781
THE BLITHEHALE MED.CTR.,Atorvastatin,1199
THE BLOOMSBURY SURGERY,Atorvastatin,180
THE BOAT HOUSE SURGERY,Atorvastatin,869
THE BOILEAU ROAD SURGERY,Atorvastatin,200
THE BORCHARDT MEDICAL CENTRE,Atorvastatin,564
THE BORDER PRACTICE,Atorvastatin,778
THE BOSMERE MEDICAL PRACTICE,Omeprazole,1156
THE BOULEVARD MEDICAL PRACTICE,Atorvastatin,1800
THE BOUNCES ROAD SURGERY,Atorvastatin,407
THE BOWERY MEDICAL CENTRE,Atorvastatin,456
THE BRIDGE GROUP PRACTICE,Atorvastatin,1057
THE BRIDGE SURGERY,Atorvastatin,253
THE BRIDGES MEDICAL CTR.,Atorvastatin,1732
THE BRIDGES MEDICAL PRACTICE,Atorvastatin,654
THE BRIMINGTON SURGERY,Atorvastatin,883
THE BROADWAY MEDICAL PRACTICE,Atorvastatin,1039
THE BROADWAY SURGERY,Atorvastatin,387
THE BROOK HEALTH CENTRE,Atorvastatin,866
THE BROOK SURGERY,Atorvastatin,257
THE BROOKE SURGERY,Atorvastatin,1360
THE BUNTINGFORD & PUCKERIDGE MED PRAC.,Atorvastatin,890
THE BURBAGE SURGERY,Atorvastatin,1325
THE BURNS PRACTICE,Atorvastatin,1643
THE BUSH DOCTORS,Atorvastatin,950
THE CALVERTON PRACTICE,Atorvastatin,1030
THE CAMBRIDGE PRACTICE,Atorvastatin,1286
THE CASTLE MEDICAL GROUP,Atorvastatin,1988
THE CASTLE PRACTICE,Atorvastatin,865
THE CAXTON SURGERY,Atorvastatin,1266
THE CEDAR PRACTICE,Atorvastatin,371
THE CEDARS MEDICAL CENTRE,Omeprazole,1045
THE CEDARS SURGERY,Atorvastatin,3002
THE CENTRAL SURGERY,Atorvastatin,560
THE CENTRAL SURGERY BARTON,Atorvastatin,2313
THE CENTRE SURGERY,Atorvastatin,532
THE CHANTRY HEALTH GROUP,Atorvastatin,656
THE CHARLBURY MEDICAL CENTRE,Atorvastatin,440
THE CHARNWOOD PRACTICE,Atorvastatin,760
THE CHELSEA PRACTICE,Atorvastatin,260
THE CHESSER SURGERY,Atorvastatin,520
THE CHESTNUTS SURGERY,Atorvastatin,560
THE CHEYLESMORE SURGERY,Atorvastatin,453
THE CHILD HEALTH UNIT,Methylphenidate hydrochloride,242
THE CHILDRENS TRUST,Enteral nutrition,14
THE CHORLEY SURGERY,Lansoprazole,643
THE CHOWDHURY PRACTICE,Atorvastatin,560
THE CHRISP STREET HTH CTR,Atorvastatin,1587
THE CHURCH STREET PRACTICE,Atorvastatin,827
THE CHURCHFIELD ROAD SURGERY,Atorvastatin,153
THE CHURCHILL CLINIC,Atorvastatin,378
THE CIRCLE PRACTICE,Atorvastatin,633
THE CITY MEDICAL PRACTICE,Atorvastatin,442
THE CIVIC MEDICAL CENTRE,Atorvastatin,278
THE CLANFIELD PRACTICE,Omeprazole,381
THE CLAPTON SURGERY,Atorvastatin,211
THE CLAYTON MEDICAL CTR.,Omeprazole,503
THE COATHAM ROAD SURGERY,Atorvastatin,776
THE COGGESHALL SURGERY,Atorvastatin,626
THE COLLEGE PRACTICE,Atorvastatin,1652
THE COLLIERY PRACTICE,Atorvastatin,1246
THE COLNE PRACTICE,Atorvastatin,627
THE COMMUNITY PRACTICE,Atorvastatin,515
THE CONFEDERATION HILLINGDON CIC,Amoxicillin,89
THE CORFTON ROAD SURGERY,Atorvastatin,289
THE CORNER SURGERY,Atorvastatin,474
THE CORNER SURGERY (DR MULLA),Atorvastatin,421
THE CORNERSTONE PRACTICE,Atorvastatin,1492
THE COTTONS MEDICAL CENTRE,Atorvastatin,465
THE COUNTY PRACTICE,Atorvastatin,950
THE COURTYARD SURGERY,Atorvastatin,573
THE CRAMLINGTON HUB,Amoxicillin,5
THE CRANBORNE PRACTICE,Atorvastatin,1140
THE CRANE,Amlodipine,112
THE CRESCENT MEDICAL CTR.,Atorvastatin,396
THE CRESCENT SURGERY,Atorvastatin,1289
THE CREST FAMILY PRACTICE,Atorvastatin,499
THE CROFT MEDICAL CENTRE,Atorvastatin,587
THE CROFT SURGERY,Atorvastatin,1600
THE CROSS KEYS PRACTICE,Atorvastatin,749
THE CROSSROADS SURGERY,Atorvastatin,258
THE CUCKOO LANE PRACTICE,Atorvastatin,386
THE DALE MEDICAL PRACTICE,Atorvastatin,184
THE DALSTON PRACTICE,Atorvastatin,313
THE DANBY PRACTICE,Atorvastatin,313
THE DAWES FAMILY PRACTICE,Omeprazole,469
THE DE PARYS GROUP,Atorvastatin,2955
THE DEEPINGS PRACTICE,Atorvastatin,3037
THE DEERBROOK SURGERY,Atorvastatin,368
THE DEKEYSER GROUP PRACTICE,Atorvastatin,1430
THE DENGIE MEDICAL PARTNERSHIP,Atorvastatin,633
THE DENSHAM SURGERY,Atorvastatin,434
THE DERBY ROAD PRACTICE,Atorvastatin,1165
THE DEVONSHIRE LODGE PRACTICE,Atorvastatin,646
THE DICCONSON GROUP PRACTICE,Atorvastatin,898
THE DISCOVERY PRACTICE,Atorvastatin,484
THE DOC'S SURGERY,Atorvastatin,221
THE DOCTOR HICKEY SURGERY,Methadone hydrochloride,382
THE DOCTORS HOUSE,Atorvastatin,391
"THE DOCTORS HOUSE, MARLOW MEDICAL GROUP",Atorvastatin,1275
THE DORCHESTER RD SURGERY,Atorvastatin,684
THE DOVE MEDICAL PRACTICE,Atorvastatin,707
THE DOVE VALLEY PMS PRACTICE,Atorvastatin,1667
THE DOVECOT SURGERY,Atorvastatin,387
THE DOW SURGERY,Atorvastatin,614
THE DOWNEND HEALTH GROUP,Atorvastatin,1522
THE DOWNLAND PRACTICE,Atorvastatin,1051
THE DRAYTON SURGERY,Omeprazole,918
THE DRIVE SURGERY,Atorvastatin,776
THE DULWICH MEDICAL CENTRE,Atorvastatin,526
THE DUNSTAN PARTNERSHIP,Atorvastatin,974
THE DURU PRACTICE,Omeprazole,325
THE EASTERN AVENUE MEDICAL CENTRE,Atorvastatin,823
THE ECCLESBOURNE PRACTICE,Atorvastatin,534
THE EDEN SURGERIES,Atorvastatin,1013
THE EDWIN LOBO UNIT,Methylphenidate hydrochloride,29
THE ELIZABETH COURTAULD SURGERY,Atorvastatin,1476
THE ELM PRACTICE,Atorvastatin,154
THE ELMHURST PRACTICE,Atorvastatin,339
THE ELMS MEDICAL CENTRE,Atorvastatin,3299
THE ELMS PRACTICE,Atorvastatin,963
THE ELMS SURGERY,Atorvastatin,375
THE ENDEAVOUR PRACTICE,Lansoprazole,544
THE ENTERPRISE PRACTICE,Levothyroxine sodium,194
THE ERIC MOORE PARTNERSHIP,Omeprazole,758
THE ERIMUS PRACTICE,Atorvastatin,625
THE ESTON SURGERY,Lansoprazole,493
THE EUXTON MEDICAL CENTRE,Atorvastatin,257
THE EVERGLADE MEDICAL PRACTICE,Atorvastatin,678
THE EVERGREEN SURGERY,Atorvastatin,610
THE EXCHANGE SURGERY,Atorvastatin,498
THE EXMOOR SURGERY,Atorvastatin,622
THE FALCON ROAD MEDICAL CENTRE,Atorvastatin,548
THE FAMILY PRACTICE,Atorvastatin,1025
THE FAMILY SURGERY,Atorvastatin,328
THE FARLEY ROAD MEDICAL PRACTICE,Atorvastatin,678
THE FIRS,Atorvastatin,340
THE FLORENCE ROAD SURGERY,Atorvastatin,568
THE FLOWERS HUB,Amoxicillin,53
THE FLYING SCOTSMAN HEALTH CENTRE,Atorvastatin,486
THE FORELAND MEDICAL CENTRE,Atorvastatin,395
THE FOREST EDGE PRACTICE,Atorvastatin,635
THE FOREST PRACTICE,Atorvastatin,1170
THE FOREST SURGERY,Atorvastatin,383
THE FORUM HEALTH CENTRE,Omeprazole,1503
THE FRESHFORD PRACTICE,Atorvastatin,743
THE FRIARY SURGERY,Atorvastatin,536
THE FRYENT WAY SURGERY,Atorvastatin,468
THE FRYERN SURGERY,Atorvastatin,626
THE FULHAM MEDICAL CENTRE,Atorvastatin,400
THE FULLWELL AVENUE SURGERY,Atorvastatin,279
THE G.P.SUITE,Atorvastatin,487
THE GABLES MEDICAL GROUP,Atorvastatin,1002
THE GABLES MEDICENTRE,Atorvastatin,1205
THE GAINSBOROUGH PRACTICE,Atorvastatin,484
THE GAMSTON MEDICAL CTR.,Atorvastatin,379
THE GARDEN CITY PRACTICE,Atorvastatin,689
THE GARDEN CITY SURGERY,Atorvastatin,674
THE GARDEN SURGERY,Atorvastatin,949
THE GARDENS SURGERY,Atorvastatin,331
THE GARTH,Atorvastatin,1264
THE GARWAY MEDICAL PRACTICE,Atorvastatin,402
THE GILL MEDICAL PRACTICE,Atorvastatin,627
THE GLEBE FAMILY PRACTICE,Atorvastatin,364
THE GLEBE PRACTICE,Atorvastatin,1103
THE GLEBELAND SURGERY,Atorvastatin,350
THE GLEN MEDICAL GROUP,Lansoprazole,1373
THE GLENFIELD SURGERY,Atorvastatin,1070
THE GLENSIDE COUNTRY PRACTICE,Atorvastatin,504
THE GOLBORNE MEDICAL CENTRE,Atorvastatin,1174
THE GOLD STREET SURGERY,Atorvastatin,917
THE GOOD PRACTICE,Atorvastatin,384
THE GOODINGE GROUP PRACTICE,Atorvastatin,573
THE GRAHAM PRACTICE,Atorvastatin,1131
THE GRANGE MEDICAL CENTRE,Atorvastatin,2904
THE GRANGE MEDICAL PRACTICE,Atorvastatin,1346
THE GRANGE PRACTICE,Atorvastatin,1080
THE GRANGE SURGERY,Omeprazole,448
THE GRANTHAM CENTRE PRACTICE,Atorvastatin,444
THE GRAYS SURGERY,Atorvastatin,221
THE GREEN & FIR ROAD,Atorvastatin,404
THE GREEN HOUSE SURGERY,Atorvastatin,1094
THE GREEN WOOD PRACTICE,Atorvastatin,680
THE GREENHOUSE WALK-IN,Atorvastatin,82
THE GREENS HEALTH CENTRE,Co-codamol (Codeine phosphate/paracetamol),503
THE GREENSWARD SURGERY,Atorvastatin,499
THE GREENWAY MEDICAL PRACTICE,Lansoprazole,593
THE GREY ROAD SURGERY,Atorvastatin,842
THE GREYSWOOD PRACTICE,Atorvastatin,744
THE GROVE MEDICAL CENTRE,Atorvastatin,2151
THE GROVE MEDICAL GROUP,Atorvastatin,1261
THE GROVE MEDICAL PRACTICE,Atorvastatin,1696
THE GROVE ROAD PRACTICE,Atorvastatin,706
THE GROVE ROAD SURGERY,Atorvastatin,256
THE GROVE SURGERY,Atorvastatin,420
THE GROVES MEDICAL CENTRE,Atorvastatin,1018
THE GUILDHALL AND BARROW SURGERY,Atorvastatin,1855
THE HADLEIGH PRACTICE,Atorvastatin,1251
THE HAIDER PRACTICE,Atorvastatin,250
THE HALING PARK PARTNERSHIP,Atorvastatin,173
THE HALL PRACTICE,Atorvastatin,802
THE HAMILTON PRACTICE,Atorvastatin,1272
THE HANDBRIDGE MED.CTR.,Atorvastatin,394
THE HARLEQUIN SURGERY,Atorvastatin,845
THE HARROWBY LANE SURGERY,Atorvastatin,644
THE HART SURGERY,Atorvastatin,490
THE HARVEY PRACTICE,Omeprazole,798
THE HAVEN,Cetirizine hydrochloride,2
THE HAVEN PRACTICE,Atorvastatin,72
THE HAVEN SURGERY,Atorvastatin,438
THE HAWTHORNS SURGERY,Atorvastatin,478
THE HAYMARKET HEALTH CTR,Atorvastatin,1705
THE HEADLAND MEDICAL CENTRE,Atorvastatin,759
THE HEALTH CENTRE,Atorvastatin,858
THE HEALTH CENTRE (HOLMES CHAPEL),Atorvastatin,1453
THE HEALTH CENTRE PRACTICE,Atorvastatin,1241
THE HEALTH CENTRE SURGERY,Atorvastatin,465
THE HEALTH XCHANGE,Mirtazapine,129
THE HEALTHCARE CENTRE,Atorvastatin,1289
THE HEATH SURGERY,Atorvastatin,500
THE HEATHBRIDGE PRACTICE,Atorvastatin,595
THE HEATHCOTE PRIMARY CARE CENTRE,Atorvastatin,218
THE HEDGES MEDICAL CENTRE (SA BAILEY),Lansoprazole,594
THE HEIGHT GENERAL PRACTICE,Atorvastatin,414
THE HERON MEDICAL PRACTICE,Atorvastatin,1656
THE HERON PRACTICE,Atorvastatin,518
THE HICKS GROUP PRACTICE,Atorvastatin,1133
THE HIGH STREET PRACTICE,Atorvastatin,522
THE HIGHWOOD SURGERY,Levothyroxine sodium,109
THE HILL GENERAL PRACTICE & UCC,Calamine,1
THE HILL GP PRACTICE,Atorvastatin,165
THE HILLVIEW SURGERY,Atorvastatin,88
THE HIVE HEALTH CENTRE,Atorvastatin,520
THE HODFORD ROAD PRACTICE,Atorvastatin,199
THE HOLBROOK AND SHOTLEY PRACTICE,Atorvastatin,1261
THE HOLLIES,Atorvastatin,955
THE HOLLIES FAMILY SURGERY,Atorvastatin,438
THE HOLLIES SURGERY,Atorvastatin,530
THE HOMELESS HEALTHCARE TEAM,Diazepam,157
THE HORDEN GROUP PRACTICE,Atorvastatin,1026
THE HORN LANE SURGERY,Atorvastatin,388
THE HORSLEY MEDICAL PRACTICE,Atorvastatin,295
THE HOXTON SURGERY,Atorvastatin,288
THE INGHAM SURGERY,Omeprazole,451
THE INSIGHT TEAM,Olanzapine,31
THE INTEGRATED CARE PARTNERSHIP,Atorvastatin,1384
THE ISLAND SURGERY,Atorvastatin,714
THE IVY MEDICAL GROUP,Atorvastatin,677
THE JAMES COCHRANE PRACT.,Atorvastatin,1940
THE JOHN HAMPDEN SURGERY,Atorvastatin,172
THE JUBILEE MEDICAL PRACTICE,Atorvastatin,957
THE JUNCTION HC - UNREGISTERED PATIENTS,Phenoxymethylpenicillin (Penicillin V),1
THE JUNCTION HTH CTR-REGISTERED PATIENTS,Omeprazole,103
THE JUNCTION MEDICAL PRACTICE,Atorvastatin,335
THE JUNCTION SURGERY,Atorvastatin,1041
THE KAKOTY PRACTICE,Atorvastatin,632
THE KEY MEDICAL PRACTICE,Atorvastatin,1239
THE KEYS FAMILY PRACTICE,Atorvastatin,254
THE KHATTAK MEMORIAL SURGERY,Atorvastatin,291
THE KILLINGHOLME SURGERY,Atorvastatin,309
THE KILTEARN MEDICAL CTR.,Atorvastatin,975
THE KINGS FAMILY PRACTICE,Atorvastatin,417
THE KINGSWAY PRACTICE,Atorvastatin,198
THE KIRTON LINDSEY AND SCOTTER SURGERY,Atorvastatin,1072
THE KOH PRACTICE,Omeprazole,425
THE LAKES MEDICAL PRACTICE,Atorvastatin,1770
THE LAKESIDE PRACTICE,Atorvastatin,986
THE LAKESIDE SURGERY,Omeprazole,581
THE LANCASHIRE EU OF GPS LIMITED,Phenoxymethylpenicillin (Penicillin V),4
THE LANGTON MEDICAL GROUP,Atorvastatin,981
THE LAURELS SURGERY,Atorvastatin,1073
THE LAW MEDICAL GROUP PRACTICE,Atorvastatin,1236
THE LAWN MEDICAL CENTRE,Atorvastatin,901
THE LAWSON PRACTICE,Atorvastatin,686
THE LEA SURGERY,Influenza,1145
THE LECKHAMPTON SURGERY,Atorvastatin,1095
THE LEEDS ROAD PRACTICE,Atorvastatin,1249
THE LEGER CLINIC,Testosterone,26
THE LEGER CLINIC (BASSETLAW),Testosterone,11
THE LEIGH SURGERY,Atorvastatin,137
THE LENNARD SURGERY,Atorvastatin,569
THE LEWISHAM CARE PARTNERSHIP,Atorvastatin,1618
THE LEYS HEALTH CENTRE,Atorvastatin,822
THE LIGHTHOUSE CENTRE - EPUT,Methylphenidate hydrochloride,53
THE LIGHTHOUSE GROUP PRACTICE,Omeprazole,790
THE LIGHTHOUSE MEDICAL PRACTICE,Atorvastatin,1314
THE LILYVILLE SURGERY,Atorvastatin,500
THE LIMEHOUSE PRACTICE,Atorvastatin,1109
THE LIMES HOSPITAL,Methadone hydrochloride,1
THE LIMES MEDICAL CENTRE,Atorvastatin,4774
THE LIMES MEDICAL PRACTICE,Atorvastatin,496
THE LIMES SURGERY,Atorvastatin,883
THE LIMES SURGERY MEDICAL CENTRE,Lansoprazole,367
THE LINDEN MEDICAL GROUP,Atorvastatin,427
THE LINDLEY GROUP PRACT.,Atorvastatin,585
THE LINDLEY VILLAGE SURG.,Atorvastatin,278
THE LIONWOOD MEDICAL PRACTICE,Atorvastatin,762
THE LISTER PRACTICE,Atorvastatin,551
THE LISTER PRIMARY CARE CENTRE,Atorvastatin,340
THE LISTER SURGERY,Atorvastatin,426
THE LONG BUCKBY PRACTICE,Atorvastatin,572
THE LONG MELFORD PRACTICE,Atorvastatin,1240
THE LONSDALE MEDICAL CENTRE,Atorvastatin,783
THE LORDSHIP LANE SURGERY,Amlodipine,196
THE LOUGHTON SURGERY,Atorvastatin,861
THE LYNDHURST SURGERY,Amlodipine,284
THE LYNTON PRACTICE,Atorvastatin,613
THE LYNWOOD SURGERY,Atorvastatin,169
THE MACMILLAN SURGERY,Atorvastatin,503
THE MAGNA GROUP PRACTICE,Atorvastatin,1882
THE MANDEVILLE PRACTICE,Atorvastatin,567
THE MANOR HOUSE SURGERY,Lansoprazole,837
THE MANOR PARK PRACTICE,Atorvastatin,480
THE MANOR PRACTICE,Atorvastatin,1553
THE MANOR STREET SURGERY,Atorvastatin,383
THE MANOR SURGERY,Atorvastatin,732
THE MANSELL ROAD PRACTICE,Atorvastatin,721
THE MAPLES,Atorvastatin,1060
THE MAPLES MEDICAL CENTRE,Atorvastatin,912
THE MARGARET THOMPSON MED CENTRE,Atorvastatin,694
THE MARINE & OAKRIDGE PARTNERSHIP,Omeprazole,633
THE MARSHSIDE SURGERY,Atorvastatin,319
THE MASHARANI PRACTICE,Atorvastatin,517
THE MATHEWS PRACTICE BELGRAVE,Atorvastatin,670
THE MAYFLOWER MEDICAL PRACTICE,Atorvastatin,819
THE MEADOWS MEDICAL PRACTICE,Atorvastatin,327
THE MEADOWS SURGERY,Omeprazole,796
THE MEADS MEDICAL PRACTICE,Atorvastatin,778
THE MEADS SURGERY,Atorvastatin,564
THE MEDIC CARE SURGERY,Atorvastatin,324
THE MEDICAL CENTRE,Atorvastatin,2463
THE MEDICAL CENTRE (IRFAN),Atorvastatin,197
THE MEDICAL CENTRE BUNTINGFORD,Atorvastatin,236
THE MEDICAL CENTRE DR OKORIE,Atorvastatin,114
THE MEDICAL CENTRE GROUP,Omeprazole,982
"THE MEDICAL CENTRE, DR JEFFERIES & PARTN",Atorvastatin,1345
"THE MEDICAL CENTRE, DR KUKAR",Atorvastatin,255
"THE MEDICAL CENTRE, DRIFFIELD",Lansoprazole,1203
THE MEDICAL GROUP,Atorvastatin,3501
THE MEDICI MEDICAL PRACTICE,Atorvastatin,624
THE MERRYWOOD PRACTICE,Atorvastatin,750
THE MERTON MEDICAL PRACTICE,Atorvastatin,354
THE MICROFACULTY,Atorvastatin,368
THE MILL HILL SURGERY,Influenza,634
THE MILL MEDICAL PRACTICE,Omeprazole,670
THE MILLER PRACTICE,Atorvastatin,219
THE MILLWOOD PARTNERSHIP,Atorvastatin,1417
THE MILTON SURGERY,Omeprazole,826
THE MISBOURNE SURGERY,Atorvastatin,647
THE MISSION PRACTICE,Atorvastatin,1291
THE MITCHAM MEDICAL CENTRE.,Atorvastatin,686
THE MITCHISON ROAD SURGERY,Atorvastatin,193
THE MOIR MEDICAL CENTRE,Atorvastatin,758
THE MOORCROFT MEDICAL CTR,Atorvastatin,1549
THE MORTIMER MEDICAL PRAC,Omeprazole,792
THE MOSS PRACTICE,Atorvastatin,1377
THE MOSSLANDS MEDICAL PRACTICE,Atorvastatin,1501
THE MOUNT VIEW PRACTICE,Atorvastatin,1373
THE MOUNTFIELD SURGERY,Levothyroxine sodium,214
THE MOUNTS MEDICAL CENTRE,Atorvastatin,1660
THE MULLION & CONSTANTINE GROUP PRACTICE,Atorvastatin,856
THE MUSWELL HILL PRACTICE,Levothyroxine sodium,543
THE MWH PRACTICE,Atorvastatin,1117
THE NAYAR PRACTICE,Lansoprazole,522
THE NEAMAN PRACTICE,Atorvastatin,394
THE NELSON MEDICAL PRACTICE,Atorvastatin,1835
THE NEVELLS ROAD SURGERY,Atorvastatin,1108
THE NEVILLE FAMILY CENTRE,Atorvastatin,404
THE NEW CITY MEDICAL GROUP,Lansoprazole,877
THE NEW CONINGSBY SURGERY,Atorvastatin,1094
THE NEW FOLLY SURGERY,Atorvastatin,549
THE NEW HALL LANE PRACTICE,Atorvastatin,494
THE NEW MEDICAL CENTRE,Atorvastatin,851
THE NEW MILL STREET SURGERY,Atorvastatin,258
THE NEW SEAHAM MEDICAL GROUP,Atorvastatin,723
THE NEW SERVICE OOH,Phenoxymethylpenicillin (Penicillin V),95
THE NEW SPRINGWELLS PRACTICE,Omeprazole,1072
THE NEW SURGERY,Atorvastatin,1629
THE NIGHTINGALE PRACTICE,Atorvastatin,523
THE NILE PRACTICE,Atorvastatin,584
THE NORTH HAMPSHIRE ALLIANCE,Carbimazole,1
THE NORTH LEEDS MEDICAL PRACTICE,Atorvastatin,987
THE NORTH LONDON HEALTH CENTRE,Atorvastatin,483
