Prescriber,Substancia,Quantidade
SOVEREIGN MEDICAL CENTRE,Atorvastatin,673
SOVEREIGN PRACTICE,Atorvastatin,1358
SOWE VALLEY PCN EXTENDED ACCESS,Phenoxymethylpenicillin (Penicillin V),1
SPA MEDICAL CENTRE,Atorvastatin,1960
SPA MEDICAL PRACTICE,Atorvastatin,418
SPA SURGERY,Atorvastatin,529
SPALDING OOH,Flucloxacillin sodium,4
SPALDING UTC,Flucloxacillin sodium,60
SPARCELLS SURGERY,Atorvastatin,844
SPECIAL ALLOCATION SCHEME (NEL),Mirtazapine,18
SPECIALIST COMMUNITY DIABETES SERVICE,Other Appliances,55
SPECIALIST COMMUNITY NURSING,Sacubitril/valsartan,12
SPECIALIST MEDICINE DIR.,Sacubitril/valsartan,22
SPECIALIST NURSE,Hydroxycarbamide,20
SPECIALIST NURSING SERVICES,Desogestrel,9
SPECIALIST PALLIATIVE CARE SERVICE,Hyoscine butylbromide,1
SPECIALIST PALLIATIVE CARE SERVICES,Fentanyl,3
SPECIALIST PALLIATIVE CARE TEAM,Ramipril,3
SPECIALIST PERINATAL SERVICE,Quetiapine,6
SPECTRUM,Methadone hydrochloride,1821
SPECTRUM HEALTH,Atorvastatin,624
SPEKE HC - DR SINGH & DR BICHA,Atorvastatin,284
SPEKE HC - DR THAKUR,Atorvastatin,442
SPELDHURST & GREGGSWOOD MEDICAL GROUP,Omeprazole,803
SPENCER ST SURGERY,Atorvastatin,582
SPILSBY SURGERY,Atorvastatin,1128
SPINE PCN EXTENDED HOURS,Lansoprazole,1
SPINNEY BROOK MEDICAL CENTRE,Omeprazole,1082
SPINNEY HILL MEDICAL CENTRE,Atorvastatin,2464
SPINNEY SURGERY,Atorvastatin,1022
SPITAL SURGERY,Atorvastatin,416
SPRING GARDENS GROUP MEDICAL PRACTICE,Atorvastatin,736
SPRING GROVE MEDICAL PRACTICE,Atorvastatin,516
SPRING HALL GROUP PRACTICE,Atorvastatin,2045
SPRING HILL MEDICAL CENTRE,Atorvastatin,722
SPRING HILL PRACTICE,Atorvastatin,666
SPRING HOUSE HEALTH,Atorvastatin,379
SPRING HOUSE SURGERY,Atorvastatin,530
SPRING STREET SURGERY,Atorvastatin,356
SPRING TERRACE HEALTH CENTRE,Atorvastatin,897
SPRING VIEW MEDICAL CENTRE,Atorvastatin,484
SPRING-FENISCO HEALTHLINK,Atorvastatin,287
SPRINGBANK SURGERY,Atorvastatin,625
SPRINGFIELD HOUSE,Atorvastatin,722
SPRINGFIELD MEDICAL CENTRE,Atorvastatin,321
SPRINGFIELD MEDICAL PRACT,Atorvastatin,169
SPRINGFIELD MEDICAL PRACTICE,Omeprazole,541
SPRINGFIELD SURGERY,Atorvastatin,2201
SPRINGFIELDS MEDICAL CENTRE,Omeprazole,491
SPRINGHEAD HEALTH,Atorvastatin,983
SPRINGHILL HOSPICE,Morphine sulfate,8
"SPRINGMEAD SURGERY, CHARD",Atorvastatin,491
SPRINGS HEALTH CENTRE,Lansoprazole,1063
SPRINGWELL MEDICAL GROUP,Atorvastatin,1034
SPRINGWOOD SURGERY,Atorvastatin,1010
SPUR ROAD SURGERY,Atorvastatin,181
SQUIRES LANE MEDICAL PRACTICE,Atorvastatin,426
SRC COMMUNITY SERVICES,Bisoprolol fumarate,6
SRIKRISHNAMURTHY HARROW ROAD SURGERY,Atorvastatin,360
SSCCG CONTINENCE & STOMA SERVICE,Adhesive Removers (Sprays/Liquids/Wipes),279
ST ALBANS MEDICAL CENTRE,Atorvastatin,1604
ST ALBANS SURGERY,Atorvastatin,1066
ST ANDREW'S HOUSE,Methadone hydrochloride,293
ST ANDREW'S MEDICAL PRACTICE,Atorvastatin,1696
ST ANDREWS EXTENDED ACCESS HUB,Flucloxacillin sodium,6
ST ANDREWS HEALTH CENTRE,Atorvastatin,928
ST ANDREWS MEDICAL CENTRE,Atorvastatin,2234
ST ANDREWS MEDICAL PRACTICE.,Atorvastatin,735
ST ANDREWS SURGERY,Lansoprazole,1125
ST ANN'S HOSPICE/PAL CARE,Morphine sulfate,10
ST ANN'S MEDICAL CENTRE,Atorvastatin,1963
ST ANN'S ROAD SURGERY,Atorvastatin,723
ST AUSTELL HEALTH GROUP,Omeprazole,3162
ST BARTHOLOMEW'S COURT NURSING HOME,Paracetamol,14
ST BEDE MEDICAL CENTRE,Lansoprazole,1256
ST CATHARINES HOSPICE,Fluconazole,2
ST CATHERINE'S HOSPICE DAY THERAPY,Dexamethasone,1
ST CATHERINE'S SURGERY,Atorvastatin,1286
ST CATHERINES PALLIATIVE CARE TEAM,Morphine sulfate,8
ST CHADS MEDICAL PRACTICE,Bupropion hydrochloride,1
ST CHADS SURGERY,Atorvastatin,1637
ST CHARLES UCC CENTRE WIC,Flucloxacillin sodium,28
ST CHRISTOPHER'S HOSPICE,Fentanyl,12
ST CLARE HOSPICE,Methadone hydrochloride,5
ST CLEMENT'S SURGERY,Atorvastatin,435
ST CLEMENTS PARTNERSHIP,Omeprazole,647
ST CLEMENTS SURGERY,Atorvastatin,846
ST CUTHBERTS HOSPICE,Morphine sulfate,45
ST DAVID'S FAMILY PRACTICE,Atorvastatin,754
ST DAVIDS PRACTICE,Atorvastatin,476
ST EDWARDS MEDICAL CENTRE,Atorvastatin,1015
ST ELIZABETH'S MEDICAL CENTRE (JA WOOD),Lansoprazole,484
ST FILLAN'S MEDICAL CTRE,Lansoprazole,734
ST GABRIEL'S MEDICAL CENTRE,Omeprazole,341
ST GEMMA'S HOSPICE,Morphine sulfate,21
ST GEORGE & RIVERSIDE MEDICAL PRACTICE,Atorvastatin,1144
ST GEORGE'S MEDICAL CENTRE,Omeprazole,641
ST GEORGE'S MEDICAL CENTRE PMS PRACTICE,Atorvastatin,1007
ST GEORGE'S MEDICAL PRACTICE,Atorvastatin,802
ST GEORGES MED PRACTICE,Atorvastatin,1130
ST GEORGES MEDICAL CENTRE,Atorvastatin,2380
ST GEORGES SURGERY,Atorvastatin,634
ST GILES HOSPICE,Morphine sulfate,74
ST GILES HOSPICE SUTTON COLDFIELD,Morphine sulfate,15
ST GILES SURGERY,Atorvastatin,346
ST HELENA HOSPICE,Oxycodone hydrochloride,45
ST HELENS & KNOWSLEY EIT,Quetiapine,17
ST HELENS & KNOWSLEY LD,Melatonin,3
ST HELENS ASST & HTT,Quetiapine,34
ST HELENS COMMUNITY COPD SERVICE,Prednisolone,26
ST HELENS INTEGRATED RECOVERY SERVICE,Methadone hydrochloride,1070
ST HELENS ORTHOTICS SERVICE,Elastic Hosiery,4
ST HELENS OUT OF HOSPITAL SERVICE,Wound Management & Other Dressings,1032
ST HELENS RECOVERY TEAM,Quetiapine,12
ST HELENS ROAD PRACTICE,Atorvastatin,565
ST HELENS ROTA OOH,Amoxicillin,209
ST HELENS UTC,Flucloxacillin sodium,254
ST HELIERS MEDICAL PRACTICE,Atorvastatin,746
ST HILARY GROUP PRACTICE,Omeprazole,458
ST JAMES MEDICAL CENTRE,Omeprazole,977
ST JAMES MEDICAL PRACTICE,Atorvastatin,1583
ST JAMES MEDICAL PRACTICE LIMITED,Atorvastatin,1008
ST JAMES MEDICAL PRACTICE1,Atorvastatin,165
ST JAMES MEDICAL PRACTICE2,Atorvastatin,324
ST JAMES' MEDICAL CENTRE,Atorvastatin,924
ST JAMES' PRACTICE,Atorvastatin,372
ST JAMES' SURGERY,Atorvastatin,515
ST JOHN'S FAMILY PRACTICE,Atorvastatin,444
ST JOHN'S HOSPICE,Alfentanil hydrochloride,4
ST JOHN'S MEDICAL CENTRE,Atorvastatin,852
ST JOHN'S MEDICAL PRACTICE,Atorvastatin,650
ST JOHN'S SURGERY,Atorvastatin,876
ST JOHNS HOSPICE,Lansoprazole,3
ST JOHNS HOUSE SURGERY,Omeprazole,620
ST JOHNS MEDICAL CENTRE,Atorvastatin,962
ST JOHNS WAY MEDICAL CENTRE,Atorvastatin,446
ST JOHNS WOOD MEDICAL PRACTICE,Atorvastatin,596
ST JOSEPH'S HOSPICE COMMUNITY SERVICE,Pregabalin,1
"ST JOSEPH'S HOSPICE, HACKNEY",Morphine sulfate,10
ST KEVERNE HEALTH CENTRE,Atorvastatin,342
ST LAWRENCE ROAD SURGERY,Atorvastatin,526
ST LEONARDS HOSPICE,Amitriptyline hydrochloride,2
ST LEONARDS PRACTICE,Atorvastatin,930
ST LUKE'S HEALTH CENTRE,Atorvastatin,411
ST LUKE'S HOSPICE,Morphine sulfate,13
ST LUKE'S SURGERY,Levothyroxine sodium,50
ST LUKES HOSPICE,Morphine sulfate,23
ST LUKES PRIMARY CARE CENTRE,Atorvastatin,1853
ST MARGARET'S HOSPICE,Pregabalin,2
ST MARKS MEDICAL CENTRE (TCG MEDICAL),Atorvastatin,1699
ST MARKS PMS,Omeprazole,418
ST MARTIN'S GATE SURGERY,Atorvastatin,547
ST MARTINS MEDICAL CENTRE,Atorvastatin,412
ST MARTINS PRACTICE,Lansoprazole,454
ST MARY CRAY PRACTICE,Atorvastatin,195
ST MARY STREET SURGERY,Atorvastatin,458
ST MARY'S GATE,Methadone hydrochloride,3955
ST MARY'S HEALTH CENTRE,Atorvastatin,229
ST MARY'S HOSPITAL UCC,Amoxicillin,174
ST MARY'S MEDICAL CENTRE,Omeprazole,571
ST MARY'S NHS TREATMENT CENTRE,Phenoxymethylpenicillin (Penicillin V),69
ST MARY'S SURGERY,Atorvastatin,2620
ST MELOR HOUSE SURGERY,Atorvastatin,593
ST MICHAELS HOSPICE,Morphine sulfate,11
ST NEOTS HEALTH CENTRE,Atorvastatin,381
ST NEOTS NON REGISTERED PATIENTS,Amoxicillin,2
ST NEOTS SURGERY,Atorvastatin,978
ST NICOLAS MEDICAL CENTRE,Atorvastatin,17
ST OSWALDS PALLIATIVE CARE,Morphine sulfate,14
ST PAUL'S COTTAGE PRACTICE,Atorvastatin,439
ST PAUL'S MEDICAL PRACTICE,Atorvastatin,639
ST PAUL'S PARTNERSHIP - LYNG MEDICAL,Atorvastatin,341
ST PAUL'S SURGERY,Omeprazole,632
ST PAULS MEDICAL CENTRE,Atorvastatin,1494
ST PAULS PARTNERS,Atorvastatin,325
ST PETER'S HOSPICE,Morphine sulfate,7
ST PETER'S MED CENTRE (MANSINGH & MEHRA),Atorvastatin,746
ST PETER'S STREET MEDICAL PRACTICE,Atorvastatin,380
ST PETER'S SURGERY,Atorvastatin,1143
ST PETERS MEDICAL PRACTICE,Ramipril,239
ST PHILIPS MEDICAL CENTRE,Sertraline hydrochloride,113
ST RAPHAEL'S HOSP (MERTON),Oxycodone hydrochloride,4
ST RAPHAEL'S HOSP (SUTTON),Morphine sulfate,4
ST RICHARDS ROAD SURGERY,Atorvastatin,709
ST ROCCO'S HOSPICE,Buprenorphine,1
ST SAVIOURS SURGERY,Omeprazole,375
ST STEPHEN'S MEDICAL PARTNERSHIP,Atorvastatin,1016
ST STEPHENS GATE MEDICAL PARTNERSHIP,Lansoprazole,1094
ST STEPHENS HOUSE SURGERY,Atorvastatin,313
ST THOMAS MEDICAL GROUP,Atorvastatin,1465
ST THOMAS ROAD SURGERY,Atorvastatin,877
ST VINCENT MEDICAL CENTRE,Atorvastatin,1304
ST WERBURGH'S MEDICAL PRACTICE HOMELESS,Mirtazapine,213
ST WILFRID'S HOSPICE,Morphine sulfate,8
ST WULFSTAN SURGERY,Atorvastatin,422
ST. ALBANS MEDICAL GROUP,Atorvastatin,1501
ST. AUGUSTINES SURGERY,Atorvastatin,929
ST. BARTHOLOMEWS SURGERY,Atorvastatin,1243
ST. CLEMENT'S SURGERY,Atorvastatin,349
ST. GEORGE'S MEDICAL CENTRE,Atorvastatin,1319
ST. GEORGES MEDICAL CENTRE,Atorvastatin,565
ST. JOHNS MEDICAL CENTRE,Atorvastatin,1166
ST. JOHNS SURGERY,Atorvastatin,754
ST. KATHERINE'S DOCK PRACTICE,Levothyroxine sodium,72
ST. LAURENCE'S MEDICAL CENTRE,Atorvastatin,534
ST. LUKE'S SURGERY,Atorvastatin,405
ST. MARY'S SURGERY,Omeprazole,608
ST. PETER'S MEDICAL CENTRE,Atorvastatin,386
ST. PETERS HILL SURGERY,Atorvastatin,2208
ST.AGNES SURGERY,Omeprazole,796
ST.ANDREW'S HOUSE SURGERY,Atorvastatin,728
ST.ANDREW'S SURGERY,Omeprazole,453
ST.ANTHONY'S HEALTH CENTRE,Atorvastatin,1204
ST.BARTHOLOMEWS MEDICAL CENTRE,Atorvastatin,577
ST.CATHERINE'S SURGERY,Atorvastatin,724
ST.GEORGE'S SURGERY,Atorvastatin,652
ST.GEORGES MEDICAL CENTRE,Atorvastatin,164
ST.GEORGES MEDICAL CTR.,Atorvastatin,243
ST.HELENS MEDICAL CENTRE,Atorvastatin,1217
ST.JAMES SURGERY,Atorvastatin,2290
ST.JAMES' HEALTH CENTRE,Atorvastatin,354
ST.JAMES'S MEDICAL CENTRE,Amlodipine,488
ST.JOHNS GROUP PRACTICE,Atorvastatin,1221
ST.LAWRENCE SURGERY,Atorvastatin,1678
ST.LEVAN SURGERY,Omeprazole,720
ST.LUKE'S SURGERY,Atorvastatin,359
ST.MARGARETS MEDICAL PRACTICE,Atorvastatin,539
ST.MARGARETS PRACTICE,Atorvastatin,654
ST.MARY'S HEALTH CENTRE,Atorvastatin,583
ST.MARY'S SURGERY,Atorvastatin,1797
ST.MICHAEL'S SURGERY,Atorvastatin,921
ST.PAUL'S WAY MEDICAL CTR,Atorvastatin,1321
ST.PETER'S MEDICAL CENTRE,Atorvastatin,1158
ST.PETERS SURGERY,Omeprazole,331
ST.QUINTIN HEALTH CENTRE,Atorvastatin,184
ST.STEPHENS HEALTH CENTRE,Atorvastatin,1723
ST.WERBURGH MED.PRACTICE,Atorvastatin,667
STABLE FOLD SURGERY,Omeprazole,408
STACKYARD AND WOOLSTHORPE SURGERY,Atorvastatin,425
STAFFA HEALTH,Atorvastatin,1812
STAFFORD COMMUNITY DIABETES SERVICE,Gliclazide,1
STAFFORD HEALTH AND WELLBEING,Atorvastatin,855
STAFFORD MEDICAL GROUP,Omeprazole,749
STAFFORDSHIRE DOCTORS URGENT CARE OOH,Amoxicillin,460
STAFFORDSHIRE TREATMENT&RECOVERY SERVICE,Methadone hydrochloride,2541
STAG MEDICAL CENTRE,Atorvastatin,1514
STAINES HEALTH GROUP,Atorvastatin,646
STAINES ROAD SURGERY,Atorvastatin,219
STAINLAND ROAD MEDICAL CENTRE,Atorvastatin,968
STAITHES SURGERY,Atorvastatin,442
STALHAM STAITHE SURGERY,Atorvastatin,1057
STAMFORD HILL GROUP PRACTICE,Atorvastatin,396
STAMFORD HOUSE,Atorvastatin,398
STAMFORD OOH,Amoxicillin,36
STANDISH MEDICAL PRACTICE,Omeprazole,721
STANFORD MEDICAL CENTRE,Atorvastatin,603
STANHOPE MEWS SURGERY,Atorvastatin,337
STANHOPE SURGERY,Atorvastatin,522
STANLEY,Atorvastatin,426
STANLEY CORNER MEDICAL CENTRE,Atorvastatin,654
STANLEY COURT SURGERY,Atorvastatin,474
STANLEY MEDICAL CENTRE,Influenza,769
STANLEY MEDICAL GROUP,Atorvastatin,1914
STANMORE HOUSE SURGERY,Atorvastatin,517
STANMORE MEDICAL GROUP,Atorvastatin,2970
STANNINGTON MEDICAL CENTRE,Atorvastatin,303
STANSTED SURGERY,Atorvastatin,835
STANTON SURGERY,Atorvastatin,792
STANWELL ROAD SURGERY,Atorvastatin,463
STAPENHILL MEDICAL CENTRE,Atorvastatin,877
STAPLOE MEDICAL CENTRE,Atorvastatin,1696
STAR - EAST SUSSEX DRUG & ALCOHOL SERV,Methadone hydrochloride,1384
STAR LANE MEDICAL CENTRE,Atorvastatin,1801
STAR SCHEME EXTENDED,Amoxicillin,318
START,Methadone hydrochloride,891
STATION DRIVE SURGERY,Atorvastatin,656
STATION HOUSE SURGERY,Atorvastatin,1304
STATION LANE,Atorvastatin,564
STATION ROAD SURGERY,Atorvastatin,2480
STATION STREET SURGERY,Atorvastatin,475
STATION SURGERY,Atorvastatin,144
STATION VIEW HEALTH CENTRE,Atorvastatin,1226
STATION VIEW MEDICAL CENTRE,Atorvastatin,1377
STAUNTON & CORSE SURGERY,Atorvastatin,516
STAUNTON GROUP PRACTICE,Atorvastatin,1169
STAVELEIGH MEDICAL CENTRE,Atorvastatin,663
STAVERTON SURGERY,Atorvastatin,431
STELLAR HEALTHCARE DERMATOLOGY,Emollients,37
STELLAR HEALTHCARE OPHTHALMOLOGY,Eye Products,2
STELLAR HEALTHCARE ORTHOPAEDICS,Naproxen,6
STENHOUSE MEDICAL CENTRE,Atorvastatin,1044
STENNACK SURGERY,Atorvastatin,903
STEPPING STONE PRACTICE,Atorvastatin,455
STEPPINGSTONES MEDICAL PRACTICE,Atorvastatin,567
STERNDALE SURGERY,Atorvastatin,279
STERNHALL LANE SURGERY,Atorvastatin,300
STEVENAGE NORTH PCN HUB,Amoxicillin,27
STEVENAGE SOUTH PCN HUB,Omeprazole,10
STEWART MEDICAL CENTRE,Lansoprazole,548
STEYNING HEALTH CENTRE,Atorvastatin,712
STHK GPWER SERVICE,Methadone hydrochloride,2
STICKNEY SURGERY,Atorvastatin,956
STIFFORD CLAYS MEDICAL CENTRE,Atorvastatin,1170
STILLINGTON SURGERY,Atorvastatin,379
STIRCHLEY MEDICAL PRACTICE,Atorvastatin,1570
STIRLING MEDICAL CENTRE (MATHEWS),Atorvastatin,276
STOCK HILL SURGERY,Atorvastatin,703
STOCK SURGERY,Atorvastatin,511
STOCKBRIDGE SURGERY,Omeprazole,712
STOCKBRIDGE VILLAGE HC,Atorvastatin,730
STOCKINGFORD MEDICAL CENTRE,Ramipril,338
STOCKPORT CONTINENCE AND STOMA SERVICE,Adhesive Removers (Sprays/Liquids/Wipes),550
STOCKPORT MEDICAL GROUP,Atorvastatin,1170
STOCKTON HEATH MED.CENTRE,Atorvastatin,1061
STOCKTON RECOVERY SERVICE,Methadone hydrochloride,997
STOCKTON SPECIALIST STOP SMOKING SERVICE,Nicotine,185
STOCKWELL GROUP PRACTICE,Atorvastatin,1062
STOCKWELL LODGE MED.CTR.,Atorvastatin,1133
STOCKWELL ROAD SURGERY,Atorvastatin,539
STOCKWOOD MEDICAL CENTRE,Atorvastatin,1012
STOKE ALDERMOOR MED CTRE,Omeprazole,291
STOKE COMMUNITY,Memantine hydrochloride,29
STOKE GIFFORD MEDICAL CENTRE,Atorvastatin,853
STOKE SURGERY,Atorvastatin,709
STOKE/STAFFS DERMATOLOGY SERVICE,Isotretinoin,133
STOKENCHURCH MEDICAL CTRE,Atorvastatin,480
STOKESLEY SURGERY,Lansoprazole,597
STOKEWOOD SURGERY,Atorvastatin,1414
STOMA APPLIANCE ORDERING SERVICE,Skin Fillers And Protectives,10
STOMA CARE (ST MARY'S HOSPITAL),Adhesive Removers (Sprays/Liquids/Wipes),108
STOMA CLINIC,Adhesive Removers (Sprays/Liquids/Wipes),384
STOMA PRESCRIBING SERVICE (NBT),Adhesive Removers (Sprays/Liquids/Wipes),360
STOMA SERVICE (HAPS),Ileostomy Bags,154
STONE CROSS MEDICAL CENTRE,Atorvastatin,747
STONE CROSS SURGERY,Atorvastatin,1157
STONEBRIDGE SURGERY,Atorvastatin,530
STONECOT SURGERY,Atorvastatin,751
STONECROFT MEDICAL CENTRE,Atorvastatin,445
STONECROSS AND WEST DRIVE SURGERY,Atorvastatin,597
STONEFIELD STREET SURGERY,Omeprazole,556
STONEHAM LANE SURGERY,Omeprazole,442
STONEHILL MEDICAL CENTRE,Atorvastatin,1246
STONEHOUSE HEALTH CLINIC,Atorvastatin,382
STONELEIGH SURGERY,Atorvastatin,206
STONEYCROFT MEDICAL CENTRE,Atorvastatin,346
STONY MEDICAL CENTRE,Atorvastatin,575
STONYDELPH MEDICAL PRACTICE,Atorvastatin,181
STONYHILL MEDICAL PRACTICE,Atorvastatin,1724
STOP SMOKING SERVICE (M'BORO),Nicotine,160
STOP SMOKING SERVICE (R&C),Nicotine,139
STOPGATE LANE MEDICAL CTR,Omeprazole,301
STOPSLEY VILLAGE PRACTICE,Atorvastatin,353
STORRSDALE MEDICAL CENTRE,Atorvastatin,263
STORT VALLEY & VILLAGES PCN HUB,Amoxicillin,46
STORTHFIELD HOUSE,Valproic acid,14
STOUR SURGERY,Atorvastatin,1048
STOURPORT MEDICAL CENTRE,Atorvastatin,1358
STOURSIDE MEDICAL PRACTICE,Atorvastatin,450
STOVELL HOUSE SURGERY,Levothyroxine sodium,342
STOW SURGERY,Atorvastatin,801
STOWHEALTH,Atorvastatin,2291
STRAND MEDICAL GROUP,Omeprazole,832
STRATFORD HEALTH CENTRE,Atorvastatin,521
STRATFORD VILLAGE SURGERY,Atorvastatin,702
STRATTON MEDICAL CENTRE,Omeprazole,684
STRAWBERRY HILL MEDICAL CENTRE,Omeprazole,1120
STREAMSIDE SURGERY,Atorvastatin,278
STREATFIELD HEALTH CENTRE,Atorvastatin,618
STREATHAM COMMON GROUP PRACTICE,Atorvastatin,628
STREATHAM HIGH PRACTICE,Atorvastatin,629
STREATHAM PARK SURGERY,Atorvastatin,577
STREETS CORNER SURGERY,Atorvastatin,533
STRENSHAM ROAD SURGERY,Colecalciferol,492
STRETTON MEDICAL CENTRE,Omeprazole,469
STROKE PATHWAY AND REHABILITATION CENTRE,Paracetamol,38
STROUD GREEN MEDICAL CENTRE,Lansoprazole,130
STROUD LOCALITY NURSE PRESCRIBER,Wound Management & Other Dressings,12
STROUD PRACTICE,Atorvastatin,376
STROUTS PLACE MEDICAL CENTRE,Atorvastatin,631
STUART CRESCENT HEALTH CENTRE,Atorvastatin,445
STUART CRESCENT MEDICAL PRACTICE,Atorvastatin,285
STUART ROAD,Atorvastatin,633
STUBBINGTON MEDICAL PRACTICE,Omeprazole,839
STUBLEY MEDICAL CENTRE,Omeprazole,425
STUDENT HEALTH SERVICE,Sertraline hydrochloride,631
STUDHOLME MEDICAL CENTRE,Atorvastatin,935
STURDEE ROAD HEALTH AND WELLBEING CENTRE,Atorvastatin,619
STURRY SURGERY,Omeprazole,499
SUBSTANCE MISUSE SERVICE,Methadone hydrochloride,578
SUDBURY & ALPERTON MEDICAL CENTRE,Atorvastatin,573
SUDBURY SURGERY,Atorvastatin,612
SUE RYDER CNS TEAM,Midazolam hydrochloride,6
SUFFOLK COMMUNITY SERVICES (EAST),Bisoprolol fumarate,5
SUFFOLK COMMUNITY SERVICES (WEST),Sacubitril/valsartan,8
SUFFOLK FOOT SURGERY CENTRE,Morphine sulfate,2
SUFFOLK GP FEDERATION OOH,Nitrofurantoin,203
SUFFOLK GP+,Flucloxacillin sodium,138
SUFFOLK RECOVERY SERVICE - IPSWICH,Methadone hydrochloride,708
SUFFOLK RECOVERY SERVICE - LOWESTOFT,Methadone hydrochloride,231
SULLIVAN WAY SURGERY,Omeprazole,683
SUMMERCROFT SURGERY,Atorvastatin,497
SUMMERFIELD GROUP PRACTICE,Atorvastatin,245
SUMMERFIELD HEALTH CENTRE,Atorvastatin,460
SUMMERFIELD URGENT CARE CENTRE WIC,Amoxicillin,64
SUMMERHILL MEDICAL UNIT,Quetiapine,2
SUMMERHILL SURGERY,Atorvastatin,654
SUMMERLEE MEDICAL CENTRE,Atorvastatin,154
SUMMERTOWN HEALTH CENTRE,Colecalciferol,568
SUMMERVALE SURGERY,Atorvastatin,928
SUN LANE,Atorvastatin,524
SUNBURY GROUP PRACTICE,Atorvastatin,797
SUNDERLAND 0-19 HCP,Emollients,5
SUNDERLAND COMMUNITY PAEDIATRICS TEAM,Co-amoxiclav (Amoxicillin/clavulanic acid),3
SUNDERLAND EXTENDED ACCESS SERVICE,Amoxicillin,156
SUNDERLAND GP ALLIANCE MEDICAL PRACTICE,Atorvastatin,1218
SUNDERLAND GP ALLIANCE SOUTH HYLTON SURG,Atorvastatin,740
SUNDERLAND INTEGRATED MSK SERVICE,Lansoprazole,1
SUNDERLAND URGENT TREATMENT CENTRE,Flucloxacillin sodium,96
SUNDON MEDICAL CENTRE,Atorvastatin,745
SUNDRIDGE MEDICAL CENTRE,Atorvastatin,286
SUNLIGHT GROUP PRACTICE,Atorvastatin,1183
SUNNISIDE SURGERY,Atorvastatin,510
SUNNY MEED SURGERY,Atorvastatin,463
SUNNYBANK & COWGILL MEDICAL PRACTICE,Atorvastatin,1699
SUNNYSIDE MEDICAL CENTRE,Omeprazole,747
SUNNYSIDE SURGERY,Atorvastatin,560
SUNRAY SURGERY,Atorvastatin,341
SUNRISE MEDICAL CENTRE,Atorvastatin,483
SUNRISE MEDICAL PRACTICE,Sertraline hydrochloride,84
SUNVALLEY MEDICAL PRACTICE,Atorvastatin,419
SUPREME MEDICAL CENTRE,Atorvastatin,205
SURGICAL AMBULATORY EMERGENCY CARE,Co-amoxiclav (Amoxicillin/clavulanic acid),13
SURREY LODGE PRACTICE,Atorvastatin,539
SUSSEX & SURREY COMMUNITY DERMATOLOGY,Isotretinoin,262
SUSSEX BEACON,Hydrocortisone,5
SUSSEX DOWN AND WEALD SPECIAL SCHEME,Calcipotriol,1
SUSSEX MSK PARTNERSHIP,Co-dydramol (Dihydrocodeine/paracetamol),1
SUTHERGREY HOUSE MEDICAL CENTRE,Atorvastatin,795
SUTHERLAND LODGE SURGERY,Atorvastatin,1176
SUTTERTON SURGERY,Omeprazole,582
SUTTON CCG SLDUC OOH,Amoxicillin,4
SUTTON COLDFIELD GROUP PRACTICE,Atorvastatin,2691
SUTTON COMMUNITY SERVICES,Wound Management & Other Dressings,44
SUTTON GP SERVICES LIMITED,Amoxicillin,33
SUTTON ROAD SURGERY,Atorvastatin,94
SUTTON VALENCE GROUP PRACTICE,Omeprazole,669
SUTTONS WHARF HEALTH CENTRE,Atorvastatin,698
SW INTEGRATED TEAM COUNTYWIDE,Detection Sensor Interstitial Fluid/Gluc,77
SWADLINCOTE EXTENDED ACCESS,Flucloxacillin sodium,8
SWADLINCOTE SURGERY,Atorvastatin,916
SWALLOWFIELD MEDICAL PRACTICE,Levothyroxine sodium,1009
SWALLOWNEST HEALTH CENTRE,Atorvastatin,1686
SWAN LANE MEDICAL CENTRE,Atorvastatin,731
SWAN MEDICAL GROUP,Atorvastatin,2512
SWAN SURGERY,Atorvastatin,1008
SWANAGE MEDICAL PRACTICE,Atorvastatin,892
SWANLOW MEDICAL CENTRE,Atorvastatin,1547
SWANPOOL MEDICAL CENTRE,Atorvastatin,1525
SWANSCOMBE HEALTH CENTRE,Atorvastatin,1830
SWANSWELL MEDICAL CENTRE,Atorvastatin,500
SWANSWELL WEST BERKS,Methadone hydrochloride,4
SWANWOOD PARTNERSHIP,Atorvastatin,371
SWARLAND AVENUE SURGERY,Atorvastatin,805
SWAVESEY SURGERY,Atorvastatin,254
SWEX MSK SERVICE - THURROCK,Amitriptyline hydrochloride,1
SWGP LTD,Naproxen,12
SWINDON COMMUNITY OPHTHALMOLOGY SERVICE,Latanoprost,7
SWINESHEAD SURGERY,Atorvastatin,1412
SWINGBRIDGE SURGERY,Atorvastatin,686
SWISS COTTAGE SURGERY,Atorvastatin,408
SWL CCG SELDOC COVID CAS,Amoxicillin,69
SWL PRACTICE PLUS GROUP OOH,Amoxicillin,357
SYCAMORE HOUSE MEDICAL CENTRE,Atorvastatin,456
SYDENHAM GREEN GROUP PRACTICE,Atorvastatin,743
SYDENHAM GROUP PRACTICE,Atorvastatin,748
SYDENHAM HOUSE MEDICAL CENTRE,Atorvastatin,1278
SYDENHAM HOUSE SURGERY,Amlodipine,285
TADCASTER MEDICAL CENTRE,Atorvastatin,955
TADLEY MEDICAL P'SHIP,Omeprazole,1959
TADWORTH MEDICAL CENTRE,Atorvastatin,545
TALBOT MEDICAL CENTRE,Atorvastatin,1660
TALKE PITS CLINIC,Atorvastatin,621
TAMAR MEDICAL CENTRE,Atorvastatin,269
