Prescriber,Substancia,Quantidade
SOMERFORD GROVE PRACTICE,Atorvastatin,401
SOMERS TOWN MEDICAL CENTRE,Atorvastatin,275
SOMERSET 999 GP CAR,Amoxicillin,4
SOMERSET BRIDGE MEDICAL CENTRE,Omeprazole,379
SOMERSET FHP O,Atorvastatin,329
SOMERSET GARDENS FAMILY HEALTH CENTRE,Atorvastatin,1490
SOMERSET HOUSE - NORTH CMHT,Amisulpride,1
SOMERSET MEDICAL CENTRE,Atorvastatin,192
SOMERSET PARTNERSHIP,Flucloxacillin sodium,34
SOMERSET SURGICAL SERVICES,Dexamethasone,1
SOMERTON HOUSE SURGERY,Atorvastatin,598
SOMERVILLE MED CTR,Atorvastatin,848
SONNING COMMON HEALTH CTR,Atorvastatin,760
SORREL BANK MEDICAL PRACTICE,Atorvastatin,1255
SOTHALL & BEIGHTON HEALTH CENTRES,Atorvastatin,1063
SOTON COMMUNITY ENT ADELAIDE,Fluticasone propionate (Nasal),21
SOTON COMMUNITY ENT SERVICE RSH,Mometasone furoate,6
SOTON COMMUNITY ENT SERVICE WESTON LANE,Mometasone furoate,3
SOUTH AXHOLME PRACTICE,Colecalciferol,1808
SOUTH BANK SURGERY,Atorvastatin,977
SOUTH BIRMINGHAM GP WALK IN CENTRE,Flucloxacillin sodium,392
SOUTH BRENT HEALTH CENTRE,Atorvastatin,486
SOUTH BRISTOL COMMUNITY HOSPITAL,Amoxicillin,2
SOUTH BRISTOL LOCALITY,Wound Management & Other Dressings,6
SOUTH BRISTOL URGENT TREATMENT CENTRE,Flucloxacillin sodium,86
SOUTH CENTRAL AMBULANCE SERV THAMES VAL,Nitrofurantoin,7
SOUTH CENTRAL AMBULANCE SERVICE - CCAS,Phenoxymethylpenicillin (Penicillin V),3
SOUTH CENTRAL AMBULANCE SERVICE-HAMPSH,Nitrofurantoin,118
SOUTH CHESHIRE & VALE ROYAL PCAH,Aciclovir,1
SOUTH COTSWOLD LOCALITY NURSE PRESCRIBER,Skin Fillers And Protectives,6
SOUTH COUNTY CONTINENCE PRESCRIPTION SER,Catheters,530
SOUTH DOC VIRTUAL SERVICES,Skin Fillers And Protectives,121
SOUTH DOWNS HEALTH & CARE LTD OOH,Amoxicillin,89
SOUTH DURHAM HEALTH,Amoxicillin,38
SOUTH EAST COAST AMBULANCE SERVICE,Amoxicillin,204
SOUTH EAST HANTS CGG CONTINENCE SERVICE,Catheters,402
SOUTH GLOS LOCALITY,Nitrofurantoin,2
SOUTH GLOUCESTERSHIRE CLDT,Melatonin,6
SOUTH GRANGE MEDICAL GROUP PRACTICE,Atorvastatin,2051
SOUTH GREEN SURGERY,Levothyroxine sodium,187
SOUTH HERMITAGE SURGERY,Omeprazole,731
SOUTH HORNCHURCH MEDICAL PRACTICE,Atorvastatin,353
SOUTH KENT GROUP,Spironolactone,4
SOUTH KING STREET MEDICAL CENTRE,Atorvastatin,709
SOUTH LAKES PRIMARY CARE SERVICES,Emollients,5
SOUTH LAWN MEDICAL PRACTICE,Influenza,746
SOUTH LEICESTERSHIRE MEDICAL PARTNERSHIP,Atorvastatin,2670
SOUTH LEWISHAM GROUP PRACTICE,Aspirin,1
SOUTH MEADOW SURGERY,Atorvastatin,996
SOUTH MILFORD SURGERY,Atorvastatin,1528
SOUTH MOLTON MEDICAL CENTRE,Atorvastatin,1450
SOUTH NORTHANTS EXTENDED ACCESS,Desogestrel,2
SOUTH NORWOOD HILL MEDICAL CENTRE,Atorvastatin,297
SOUTH OXHEY SURGERY,Atorvastatin,352
SOUTH PARK MEDICAL PRACTICE,Levothyroxine sodium,280
SOUTH PARK SURGERY,Atorvastatin,1330
SOUTH READING & SHINFIELD GROUP MED PRAC,Atorvastatin,448
SOUTH REDDISH MEDICAL CTR 2,Atorvastatin,20
SOUTH SAXON HOUSE SURGERY,Atorvastatin,258
SOUTH SEFTON GP EXTRA SERVICE,Amoxicillin,55
SOUTH STREET SURGERY,Atorvastatin,1867
SOUTH TYNESIDE & SUNDERLAND NHS FT STY,Morphine sulfate,8
SOUTH TYNESIDE & SUNDERLAND NHS FT SUN,Skin Fillers And Protectives,29
SOUTH TYNESIDE ENHANCED PRIMARY CARE,Flucloxacillin sodium,15
SOUTH TYNESIDE SUBSTANCE MISUSE SERVICE,Methadone hydrochloride,677
SOUTH TYNESIDE URGENT CARE HUB WIC,Flucloxacillin sodium,55
SOUTH VIEW PARTNERSHIP,Atorvastatin,497
SOUTH WARK COMM RECOVERY TEAM IPU 10-17,Olanzapine,4
SOUTH WARWICKSHIRE-CRHT,Diazepam,1
SOUTH WEST MERTON PCN HUB,Amlodipine,3
SOUTH WIGHT MEDICAL PRACTICE,Atorvastatin,883
SOUTH WIGSTON ASYLUM SERVICE,Mirtazapine,3
SOUTH WIGSTON HEALTH CTR.,Lansoprazole,468
SOUTH WORC PALLIATIVE CARE,Granisetron,1
SOUTH YORK HEART FAILURE NURSES,Bisoprolol fumarate,13
SOUTHAM SURGERY,Atorvastatin,1075
SOUTHAMPTON DRUG & ALCOHOL SERVICES,Methadone hydrochloride,811
SOUTHAMPTON MINOR INJURIES UNIT,Flucloxacillin sodium,48
SOUTHAMPTON PRIMARY CARE HUBS,Amoxicillin,87
SOUTHBOROUGH LANE SURGERY,Atorvastatin,516
SOUTHBOURNE PRACTICE,Omeprazole,531
SOUTHBOURNE SURGERY,Atorvastatin,608
SOUTHBROOM SURGERY,Omeprazole,865
SOUTHCOTE CLINIC,Atorvastatin,264
SOUTHDENE MEDICAL CENTRE,Atorvastatin,555
SOUTHDENE SURGERY,Atorvastatin,386
SOUTHEND MEDICAL CENTRE,Atorvastatin,232
SOUTHEND ROAD SURGERY,Atorvastatin,247
SOUTHEND TREATMENT AND RECOVERY SERVICE,Methadone hydrochloride,536
SOUTHERNHAY HOUSE SURGERY,Atorvastatin,637
SOUTHEY GREEN MEDICAL CTR,Atorvastatin,398
SOUTHFIELD WAY SURGERY,Atorvastatin,398
SOUTHFIELDS GROUP PRACTICE,Colecalciferol,757
SOUTHGATE,Atorvastatin,517
SOUTHGATE MEDICAL GROUP,Atorvastatin,1048
SOUTHGATE ROAD MEDICAL CENTRE,Emollients,6
SOUTHGATES SURGICAL & MEDICAL CENTRE,Atorvastatin,1103
SOUTHGLADE MEDICAL PRACTICE,Atorvastatin,263
SOUTHLANDS MEDICAL GROUP,Atorvastatin,1539
SOUTHMEAD & HENBURY FAMILY PRACTICE,Atorvastatin,697
SOUTHMEAD SURGERY,Atorvastatin,399
SOUTHOVER MEDICAL PRACTICE,Atorvastatin,1052
"SOUTHPORT, FORMBY AND SOUTH SEFTON OOH",Amoxicillin,3
SOUTHVIEW MEDICAL PRACTICE,Atorvastatin,390
SOUTHWARK DIABETES COMMUNITY TEAM,Semaglutide,14
SOUTHWARK RESTART,Ciclosporin (Eye Anti Inflammatory),1
SOUTHWAY SURGERY,Omeprazole,390
SOUTHWELL MEDICAL CENTRE,Atorvastatin,1296
SOVEREIGN HEALTH PARTNERSHIP,Omeprazole,1701
SOVEREIGN MEDICAL CENTRE,Atorvastatin,778
SOVEREIGN PRACTICE,Atorvastatin,1439
SPA MEDICAL CENTRE,Atorvastatin,2135
SPA MEDICAL PRACTICE,Atorvastatin,570
SPA SURGERY,Atorvastatin,550
SPALDING OOH,Flucloxacillin sodium,6
SPALDING UTC,Flucloxacillin sodium,73
SPARCELLS SURGERY,Atorvastatin,815
SPECIAL ALLOCATION SCHEME (NEL),Promethazine hydrochloride,43
SPECIALIST CHILDRENS SERVICE,Levetiracetam,1
SPECIALIST COMMUNITY DIABETES SERVICE,Other Appliances,68
SPECIALIST COMMUNITY NURSING,Sacubitril/valsartan,12
SPECIALIST MEDICINE DIR.,Sacubitril/valsartan,22
SPECIALIST NURSE,Hydroxycarbamide,11
SPECIALIST NURSING SERVICES,Desogestrel,8
SPECIALIST PALLIATIVE CARE SERVICE,Metronidazole,1
SPECIALIST PALLIATIVE CARE SERVICES,Pregabalin,8
SPECIALIST PALLIATIVE CARE TEAM,Beclometasone dipropionate,3
SPECIALIST PERINATAL SERVICE,Lorazepam,2
SPECIALIST PRACTITIONER SERVICES SWAST,Co-amoxiclav (Amoxicillin/clavulanic acid),1
SPECTRUM,Methadone hydrochloride,1855
SPECTRUM COMMUNITY HEALTH,Methadone hydrochloride,1
SPECTRUM HEALTH,Atorvastatin,691
SPEKE HC - DR SINGH & DR BICHA,Atorvastatin,301
SPEKE HC - DR THAKUR,Atorvastatin,468
SPELDHURST & GREGGSWOOD MEDICAL GROUP,Omeprazole,807
SPENCER ST SURGERY,Atorvastatin,701
SPILSBY SURGERY,Atorvastatin,1189
SPINNEY BROOK MEDICAL CENTRE,Omeprazole,1103
SPINNEY HILL MEDICAL CENTRE,Atorvastatin,2433
SPINNEY SURGERY,Atorvastatin,1193
SPITAL SURGERY,Atorvastatin,429
SPRING GARDENS GROUP MEDICAL PRACTICE,Atorvastatin,820
SPRING GROVE MEDICAL PRACTICE,Atorvastatin,529
SPRING HALL GROUP PRACTICE,Atorvastatin,2007
SPRING HILL MEDICAL CENTRE,Atorvastatin,782
SPRING HILL PRACTICE,Atorvastatin,618
SPRING HOUSE HEALTH,Atorvastatin,383
SPRING HOUSE SURGERY,Atorvastatin,584
SPRING STREET SURGERY,Atorvastatin,377
SPRING TERRACE HEALTH CENTRE,Atorvastatin,885
SPRING VIEW MEDICAL CENTRE,Atorvastatin,477
SPRING-FENISCO HEALTHLINK,Atorvastatin,280
SPRINGBANK SURGERY,Atorvastatin,656
SPRINGFIELD HOUSE,Atorvastatin,796
SPRINGFIELD MEDICAL CENTRE,Atorvastatin,340
SPRINGFIELD MEDICAL PRACT,Atorvastatin,156
SPRINGFIELD MEDICAL PRACTICE,Omeprazole,501
SPRINGFIELD SURGERY,Atorvastatin,2128
SPRINGFIELDS MEDICAL CENTRE,Omeprazole,474
SPRINGHEAD HEALTH,Atorvastatin,1128
SPRINGHILL HOSPICE,Morphine sulfate,11
"SPRINGMEAD SURGERY, CHARD",Omeprazole,572
SPRINGS HEALTH CENTRE,Lansoprazole,1096
SPRINGWELL MEDICAL GROUP,Atorvastatin,1113
SPRINGWOOD SURGERY,Atorvastatin,1096
SQUIRES LANE MEDICAL PRACTICE,Atorvastatin,376
SRC COMMUNITY SERVICES,Sacubitril/valsartan,4
SRIKRISHNAMURTHY HARROW ROAD SURGERY,Atorvastatin,375
SSCCG CONTINENCE & STOMA SERVICE,Adhesive Removers (Sprays/Liquids/Wipes),238
ST ALBANS MEDICAL CENTRE,Atorvastatin,1711
ST ALBANS SURGERY,Atorvastatin,1119
ST ANDREW'S HOUSE,Methadone hydrochloride,318
ST ANDREW'S MEDICAL PRACTICE,Atorvastatin,1939
ST ANDREWS EXTENDED ACCESS HUB,Cetirizine hydrochloride,1
ST ANDREWS HEALTH CENTRE,Atorvastatin,898
ST ANDREWS MEDICAL CENTRE,Atorvastatin,2431
ST ANDREWS MEDICAL PRACTICE.,Atorvastatin,813
ST ANDREWS SURGERY,Lansoprazole,1100
ST ANN'S HOSPICE/PAL CARE,Morphine sulfate,14
ST ANN'S MEDICAL CENTRE,Atorvastatin,2062
ST ANN'S ROAD SURGERY,Atorvastatin,737
ST AUSTELL HEALTH GROUP,Omeprazole,3276
ST BARTHOLOMEW'S COURT NURSING HOME,Paracetamol,20
ST BEDE MEDICAL CENTRE,Lansoprazole,1280
ST CATHARINES HOSPICE,Celecoxib,2
ST CATHERINE'S HOSPICE DAY THERAPY,Haloperidol,2
ST CATHERINE'S SURGERY,Atorvastatin,1354
ST CATHERINES PALLIATIVE CARE TEAM,Morphine sulfate,14
ST CHADS SURGERY,Atorvastatin,1844
ST CHARLES UCC CENTRE WIC,Flucloxacillin sodium,30
ST CHRISTOPHER'S HOSPICE,Fentanyl,11
ST CLARE HOSPICE,Oxycodone hydrochloride,6
ST CLEMENT'S SURGERY,Atorvastatin,411
ST CLEMENTS PARTNERSHIP,Omeprazole,621
ST CLEMENTS SURGERY,Atorvastatin,923
ST CUTHBERTS HOSPICE,Morphine sulfate,33
ST DAVID'S FAMILY PRACTICE,Atorvastatin,776
ST DAVIDS PRACTICE,Atorvastatin,501
ST EDWARDS MEDICAL CENTRE,Atorvastatin,1068
ST ELIZABETH HOSPICE,Oxycodone hydrochloride,4
ST ELIZABETH'S MEDICAL CENTRE (JA WOOD),Lansoprazole,463
ST ELIZABETHS CENTRE,Enteral nutrition,2
ST FILLAN'S MEDICAL CTRE,Lansoprazole,746
ST GABRIEL'S MEDICAL CENTRE,Omeprazole,344
ST GEMMA'S HOSPICE,Oxycodone hydrochloride,21
ST GEORGE & RIVERSIDE MEDICAL PRACTICE,Atorvastatin,1173
ST GEORGE'S MEDICAL CENTRE,Omeprazole,642
ST GEORGE'S MEDICAL CENTRE PMS PRACTICE,Atorvastatin,1049
ST GEORGE'S MEDICAL PRACTICE,Atorvastatin,840
ST GEORGES MED PRACTICE,Atorvastatin,1077
ST GEORGES MEDICAL CENTRE,Atorvastatin,2322
ST GEORGES SURGERY,Atorvastatin,647
ST GILES HOSPICE,Morphine sulfate,61
ST GILES HOSPICE SUTTON COLDFIELD,Morphine sulfate,7
ST GILES SURGERY,Atorvastatin,347
ST HELENA HOSPICE,Midazolam hydrochloride,37
ST HELENS & KNOWSLEY EIT,Quetiapine,13
ST HELENS & KNOWSLEY LD,Melatonin,3
ST HELENS ASST & HTT,Quetiapine,35
ST HELENS COMMUNITY COPD SERVICE,Prednisolone,21
ST HELENS CRISIS RES & HOME TREATMENT,Clarithromycin,1
ST HELENS INTEGRATED RECOVERY SERVICE,Methadone hydrochloride,1099
ST HELENS ORTHOTICS SERVICE,Elastic Hosiery,1
ST HELENS OUT OF HOSPITAL SERVICE,Wound Management & Other Dressings,1062
ST HELENS RECOVERY TEAM,Zopiclone,16
ST HELENS ROAD PRACTICE,Atorvastatin,602
ST HELENS ROTA OOH,Amoxicillin,110
ST HELENS UTC,Flucloxacillin sodium,299
ST HELIERS MEDICAL PRACTICE,Atorvastatin,741
ST HILARY GROUP PRACTICE,Omeprazole,469
ST JAMES MEDICAL CENTRE,Omeprazole,1037
ST JAMES MEDICAL PRACTICE,Atorvastatin,1678
ST JAMES MEDICAL PRACTICE LIMITED,Atorvastatin,1031
ST JAMES MEDICAL PRACTICE1,Atorvastatin,153
ST JAMES MEDICAL PRACTICE2,Atorvastatin,331
ST JAMES' MEDICAL CENTRE,Atorvastatin,992
ST JAMES' PRACTICE,Atorvastatin,423
ST JAMES' SURGERY,Atorvastatin,499
ST JOHN'S FAMILY PRACTICE,Atorvastatin,508
ST JOHN'S HOSPICE,Alfentanil hydrochloride,2
ST JOHN'S MEDICAL CENTRE,Atorvastatin,934
ST JOHN'S MEDICAL PRACTICE,Atorvastatin,676
ST JOHN'S SURGERY,Atorvastatin,876
ST JOHNS HOSPICE,Gabapentin,1
ST JOHNS HOUSE SURGERY,Atorvastatin,699
ST JOHNS MEDICAL CENTRE,Atorvastatin,932
ST JOHNS WAY MEDICAL CENTRE,Atorvastatin,439
ST JOHNS WOOD MEDICAL PRACTICE,Atorvastatin,590
"ST JOSEPH'S HOSPICE, HACKNEY",Midazolam hydrochloride,3
ST KEVERNE HEALTH CENTRE,Omeprazole,338
ST LAWRENCE ROAD SURGERY,Atorvastatin,554
ST LEONARDS HOSPICE,Water for injection,2
ST LEONARDS PRACTICE,Atorvastatin,831
ST LUKE'S HEALTH CENTRE,Atorvastatin,432
ST LUKE'S HOSPICE,Morphine sulfate,9
ST LUKE'S SURGERY,Amlodipine,3
ST LUKES HOSPICE,Morphine sulfate,22
ST LUKES PRIMARY CARE CENTRE,Atorvastatin,1866
ST MARGARET'S HOSPICE,Celecoxib,1
ST MARKS MEDICAL CENTRE (TCG MEDICAL),Atorvastatin,1824
ST MARKS PMS,Atorvastatin,406
ST MARTIN'S GATE SURGERY,Atorvastatin,612
ST MARTINS MEDICAL CENTRE,Atorvastatin,465
ST MARTINS PRACTICE,Lansoprazole,580
ST MARY CRAY PRACTICE,Atorvastatin,225
ST MARY STREET SURGERY,Atorvastatin,454
ST MARY'S GATE,Methadone hydrochloride,4487
ST MARY'S HEALTH CENTRE,Atorvastatin,225
ST MARY'S HOSPITAL UCC,Co-amoxiclav (Amoxicillin/clavulanic acid),156
ST MARY'S MEDICAL CENTRE,Atorvastatin,647
ST MARY'S NHS TREATMENT CENTRE,Flucloxacillin sodium,117
ST MARY'S SURGERY,Atorvastatin,2777
ST MELOR HOUSE SURGERY,Atorvastatin,667
ST MICHAELS HOSPICE,Oxycodone hydrochloride,13
ST NEOTS HEALTH CENTRE,Atorvastatin,395
ST NEOTS NON REGISTERED PATIENTS,Other Appliances,5
ST NEOTS SURGERY,Atorvastatin,989
ST NICOLAS MEDICAL CENTRE,Atorvastatin,49
ST OSWALDS PALLIATIVE CARE,Morphine sulfate,28
ST PAUL'S COTTAGE PRACTICE,Atorvastatin,450
ST PAUL'S MEDICAL PRACTICE,Atorvastatin,657
ST PAUL'S PARTNERSHIP - LYNG MEDICAL,Atorvastatin,349
ST PAUL'S SURGERY,Omeprazole,649
ST PAULS MEDICAL CENTRE,Atorvastatin,1554
ST PAULS PARTNERS,Atorvastatin,401
ST PETER'S HOSPICE,Morphine sulfate,13
ST PETER'S MED CENTRE (MANSINGH & MEHRA),Atorvastatin,703
ST PETER'S STREET MEDICAL PRACTICE,Atorvastatin,390
ST PETER'S SURGERY,Atorvastatin,1129
ST PETER'S URGENT TREATMENT CENTRE,Amoxicillin,5
ST PETERS MEDICAL PRACTICE,Atorvastatin,234
ST PHILIPS MEDICAL CENTRE,Sertraline hydrochloride,108
ST RAPHAEL'S HOSP (MERTON),Buprenorphine,1
ST RAPHAEL'S HOSP (SUTTON),Morphine sulfate,5
ST RICHARDS ROAD SURGERY,Atorvastatin,666
ST ROCCO'S HOSPICE,Dexamethasone,2
ST SAVIOURS SURGERY,Levothyroxine sodium,471
ST STEPHEN'S MEDICAL PARTNERSHIP,Atorvastatin,1038
ST STEPHENS GATE MEDICAL PARTNERSHIP,Atorvastatin,1117
ST STEPHENS HOUSE SURGERY,Atorvastatin,318
ST THOMAS MEDICAL GROUP,Atorvastatin,1644
ST THOMAS ROAD SURGERY,Atorvastatin,901
ST VINCENT MEDICAL CENTRE,Atorvastatin,1381
ST WERBURGH'S MEDICAL PRACTICE HOMELESS,Mirtazapine,178
ST WILFRID'S HOSPICE,Oxycodone hydrochloride,7
ST WULFSTAN SURGERY,Atorvastatin,705
ST. ALBANS MEDICAL GROUP,Atorvastatin,1584
ST. AUGUSTINES SURGERY,Atorvastatin,899
ST. BARTHOLOMEWS SURGERY,Atorvastatin,1325
ST. CLEMENT'S SURGERY,Atorvastatin,362
ST. GEORGE'S MEDICAL CENTRE,Atorvastatin,1399
ST. GEORGES MEDICAL CENTRE,Atorvastatin,595
ST. JOHNS MEDICAL CENTRE,Atorvastatin,1202
ST. JOHNS SURGERY,Atorvastatin,875
ST. KATHERINE'S DOCK PRACTICE,Levothyroxine sodium,64
ST. LAURENCE'S MEDICAL CENTRE,Influenza,600
ST. LUKE'S SURGERY,Atorvastatin,442
ST. MARY'S SURGERY,Atorvastatin,643
ST. PETER'S HOSPITAL WARD,Prochlorperazine maleate,1
ST. PETER'S MEDICAL CENTRE,Atorvastatin,380
ST. PETERS HILL SURGERY,Atorvastatin,2465
ST.AGNES SURGERY,Omeprazole,896
ST.ANDREW'S HOUSE SURGERY,Atorvastatin,768
ST.ANDREW'S SURGERY,Omeprazole,437
ST.ANTHONY'S HEALTH CENTRE,Atorvastatin,1274
ST.BARTHOLOMEWS MEDICAL CENTRE,Atorvastatin,563
ST.CATHERINE'S SURGERY,Atorvastatin,707
ST.GEORGE'S SURGERY,Atorvastatin,679
ST.GEORGES MEDICAL CENTRE,Atorvastatin,172
ST.GEORGES MEDICAL CTR.,Atorvastatin,212
ST.HELENS MEDICAL CENTRE,Atorvastatin,1033
ST.JAMES SURGERY,Atorvastatin,2374
ST.JAMES' HEALTH CENTRE,Atorvastatin,385
ST.JAMES'S MEDICAL CENTRE,Omeprazole,520
ST.JOHN'S CARE HOME,Dexamethasone,2
ST.JOHNS GROUP PRACTICE,Atorvastatin,1219
ST.LAWRENCE SURGERY,Atorvastatin,1796
ST.LEVAN SURGERY,Atorvastatin,735
ST.LUKE'S SURGERY,Atorvastatin,401
ST.MARGARETS MEDICAL PRACTICE,Atorvastatin,550
ST.MARGARETS PRACTICE,Atorvastatin,622
ST.MARY'S HEALTH CENTRE,Atorvastatin,607
ST.MARY'S SURGERY,Atorvastatin,1829
ST.MICHAEL'S SURGERY,Atorvastatin,1002
ST.PAUL'S WAY MEDICAL CTR,Atorvastatin,1268
ST.PETER'S MEDICAL CENTRE,Atorvastatin,1439
ST.PETERS SURGERY,Omeprazole,362
ST.QUINTIN HEALTH CENTRE,Atorvastatin,164
ST.STEPHENS HEALTH CENTRE,Atorvastatin,1811
ST.WERBURGH MED.PRACTICE,Atorvastatin,665
STABLE FOLD SURGERY,Omeprazole,408
STACKYARD AND WOOLSTHORPE SURGERY,Atorvastatin,481
STAFFA HEALTH,Atorvastatin,1975
STAFFORD COMMUNITY DIABETES SERVICE,Other Appliances,2
STAFFORD HEALTH AND WELLBEING,Atorvastatin,925
STAFFORD MEDICAL GROUP,Omeprazole,782
STAFFORDSHIRE DOCTORS URGENT CARE OOH,Amoxicillin,306
STAFFORDSHIRE TREATMENT&RECOVERY SERVICE,Methadone hydrochloride,2494
STAG MEDICAL CENTRE,Atorvastatin,1643
STAINES HEALTH GROUP,Atorvastatin,652
STAINES ROAD SURGERY,Atorvastatin,199
STAINLAND ROAD MEDICAL CENTRE,Atorvastatin,1051
STAITHES SURGERY,Atorvastatin,444
STALHAM STAITHE SURGERY,Atorvastatin,1225
STAMFORD HILL GROUP PRACTICE,Atorvastatin,383
STAMFORD HOUSE,Atorvastatin,406
STAMFORD OOH,Amoxicillin,21
STANDISH MEDICAL PRACTICE,Omeprazole,807
STANFORD MEDICAL CENTRE,Atorvastatin,724
STANHOPE MEWS SURGERY,Atorvastatin,372
STANHOPE SURGERY,Atorvastatin,584
STANLEY,Atorvastatin,492
STANLEY CORNER MEDICAL CENTRE,Atorvastatin,664
STANLEY COURT SURGERY,Atorvastatin,547
STANLEY MEDICAL CENTRE,Atorvastatin,392
STANLEY MEDICAL GROUP,Atorvastatin,2083
STANMORE HOUSE SURGERY,Atorvastatin,633
STANMORE MEDICAL GROUP,Atorvastatin,3628
STANNINGTON MEDICAL CENTRE,Atorvastatin,46
STANSTED SURGERY,Atorvastatin,903
STANTON SURGERY,Atorvastatin,748
STANWELL ROAD SURGERY,Atorvastatin,447
STAPENHILL MEDICAL CENTRE,Atorvastatin,923
STAPLOE MEDICAL CENTRE,Atorvastatin,1851
STAR - EAST SUSSEX DRUG & ALCOHOL SERV,Methadone hydrochloride,1490
STAR LANE MEDICAL CENTRE,Atorvastatin,1750
STAR SCHEME EXTENDED,Amoxicillin,208
START,Methadone hydrochloride,871
STATION DRIVE SURGERY,Atorvastatin,894
STATION HOUSE SURGERY,Atorvastatin,1363
STATION LANE,Atorvastatin,587
STATION ROAD SURGERY,Atorvastatin,2357
STATION STREET SURGERY,Atorvastatin,545
STATION SURGERY,Atorvastatin,155
STATION VIEW HEALTH CENTRE,Atorvastatin,1216
STATION VIEW MEDICAL CENTRE,Atorvastatin,1245
STAUNTON & CORSE SURGERY,Atorvastatin,611
STAUNTON GROUP PRACTICE,Atorvastatin,1155
STAVELEIGH MEDICAL CENTRE,Atorvastatin,660
STAVERTON SURGERY,Atorvastatin,393
STELLAR HEALTHCARE DERMATOLOGY,Hydrocortisone,9
STELLAR HEALTHCARE OPHTHALMOLOGY,Emollients,3
STELLAR HEALTHCARE ORTHOPAEDICS,Naproxen,8
STENHOUSE MEDICAL CENTRE,Atorvastatin,1053
STENNACK SURGERY,Atorvastatin,941
STEPPING STONE PRACTICE,Atorvastatin,420
STEPPINGSTONES MEDICAL PRACTICE,Atorvastatin,595
STERNDALE SURGERY,Atorvastatin,274
STERNHALL LANE SURGERY,Influenza,788
STEVENAGE NORTH PCN HUB,Naproxen,43
STEVENAGE SOUTH PCN HUB,Amlodipine,11
STEWART MEDICAL CENTRE,Lansoprazole,603
STEYNING HEALTH CENTRE,Atorvastatin,804
STHK GPWER SERVICE,Methadone hydrochloride,1
STICKNEY SURGERY,Atorvastatin,968
STIFFORD CLAYS MEDICAL CENTRE,Atorvastatin,1249
STILLINGTON SURGERY,Atorvastatin,389
STIRCHLEY MEDICAL PRACTICE,Atorvastatin,1761
STIRLING MEDICAL CENTRE (MATHEWS),Atorvastatin,333
STOCK HILL SURGERY,Atorvastatin,772
STOCK SURGERY,Atorvastatin,534
STOCKBRIDGE SURGERY,Omeprazole,683
STOCKBRIDGE VILLAGE HC,Atorvastatin,734
STOCKINGFORD MEDICAL CENTRE,Atorvastatin,361
STOCKPORT CONTINENCE AND STOMA SERVICE,Adhesive Removers (Sprays/Liquids/Wipes),438
STOCKPORT MEDICAL GROUP,Atorvastatin,1325
STOCKTON HEATH MED.CENTRE,Atorvastatin,1148
STOCKTON RECOVERY SERVICE,Methadone hydrochloride,1017
STOCKTON SPECIALIST STOP SMOKING SERVICE,Nicotine,226
STOCKWELL GROUP PRACTICE,Atorvastatin,1123
STOCKWELL LODGE MED.CTR.,Atorvastatin,1245
STOCKWELL ROAD SURGERY,Atorvastatin,645
STOCKWOOD MEDICAL CENTRE,Atorvastatin,1282
STOKE ALDERMOOR MED CTRE,Atorvastatin,294
STOKE COMMUNITY,Donepezil hydrochloride,23
STOKE GIFFORD MEDICAL CENTRE,Atorvastatin,953
STOKE SURGERY,Atorvastatin,677
STOKE/STAFFS DERMATOLOGY SERVICE,Isotretinoin,82
STOKENCHURCH MEDICAL CTRE,Atorvastatin,498
STOKESLEY SURGERY,Lansoprazole,602
STOKEWOOD SURGERY,Atorvastatin,1037
STOMA APPLIANCE ORDERING SERVICE,Ileostomy Bags,14
STOMA CARE (ST MARY'S HOSPITAL),Adhesive Removers (Sprays/Liquids/Wipes),96
STOMA CLINIC,Adhesive Removers (Sprays/Liquids/Wipes),339
STOMA PRESCRIBING SERVICE (NBT),Adhesive Removers (Sprays/Liquids/Wipes),356
STOMA SERVICE (HAPS),Adhesive Removers (Sprays/Liquids/Wipes),140
STONE CROSS MEDICAL CENTRE,Atorvastatin,768
STONE CROSS SURGERY,Atorvastatin,1225
STONEBRIDGE SURGERY,Atorvastatin,584
STONECOT SURGERY,Atorvastatin,833
STONECROFT MEDICAL CENTRE,Atorvastatin,455
STONECROSS AND WEST DRIVE SURGERY,Atorvastatin,647
STONEFIELD STREET SURGERY,Omeprazole,544
STONEHAM LANE SURGERY,Omeprazole,430
STONEHILL MEDICAL CENTRE,Atorvastatin,1242
STONEHOUSE HEALTH CLINIC,Atorvastatin,390
STONELEIGH SURGERY,Atorvastatin,190
STONEYCROFT MEDICAL CENTRE,Atorvastatin,394
STONY MEDICAL CENTRE,Atorvastatin,653
STONYDELPH MEDICAL PRACTICE,Atorvastatin,132
STONYHILL MEDICAL PRACTICE,Atorvastatin,1802
STOP SMOKING SERVICE (M'BORO),Nicotine,185
STOP SMOKING SERVICE (R&C),Nicotine,127
STOPGATE LANE MEDICAL CTR,Omeprazole,317
STOPSLEY VILLAGE PRACTICE,Atorvastatin,424
STORRSDALE MEDICAL CENTRE,Atorvastatin,285
STORT VALLEY & VILLAGES PCN HUB,Amoxicillin,21
STORTHFIELD HOUSE,Colecalciferol,11
STOUR SURGERY,Atorvastatin,1088
STOURPORT MEDICAL CENTRE,Atorvastatin,1408
STOURSIDE MEDICAL PRACTICE,Atorvastatin,461
STOVELL HOUSE SURGERY,Atorvastatin,393
STOW SURGERY,Atorvastatin,890
